i,ok,status_code,latency_ms,started_at_s,error
0,True,200,112.54430003464222,1778340584.6609082,
1,True,200,105.91719998046756,1778340584.6620486,
2,True,200,128.3359999069944,1778340584.662702,
3,True,200,116.98049993719906,1778340584.6632953,
4,True,200,1142.3723999178037,1778340584.6638763,
5,True,200,1080.3067000815645,1778340584.6644764,
6,True,200,1036.0993000213057,1778340584.665028,
7,True,200,1101.0418999940157,1778340584.6655688,
8,True,200,986.2005000468343,1778340584.6661174,
9,True,200,1084.396299906075,1778340584.6667366,
10,True,200,1060.089800041169,1778340584.6675112,
11,True,200,1104.1519999271259,1778340584.668065,
12,True,200,1087.5396999763325,1778340584.668857,
13,True,200,1153.2081000041217,1778340584.669548,
14,True,200,116.10169999767095,1778340584.670218,
15,True,200,989.022699999623,1778340584.6708498,
16,True,200,1016.8400999391451,1778340584.6714432,
17,True,200,2101.614600047469,1778340584.672021,
18,True,200,1066.3254000246525,1778340584.6725814,
19,True,200,1137.6357999397442,1778340584.6733692,
20,True,200,1260.8548999996856,1778340584.673978,
21,True,200,1572.312599979341,1778340584.6745448,
22,True,200,1276.7513999715447,1778340584.6750903,
23,True,200,1286.2193000037223,1778340584.6756523,
24,True,200,1264.1003000317141,1778340584.676234,
25,True,200,2102.4002000922337,1778340584.676784,
26,True,200,2987.6603999873623,1778340584.6773233,
27,True,200,1221.8894000397995,1778340584.6778708,
28,True,200,1617.8447999991477,1778340584.678432,
29,True,200,1267.5389000214636,1778340584.6789932,
30,True,200,1277.0863000769168,1778340584.679537,
31,True,200,1622.264500008896,1778340584.6800885,
32,True,200,1391.5064999600872,1778340584.680644,
33,True,200,1106.5656000282615,1778340584.681195,
34,True,200,1116.8081000214443,1778340584.6817477,
35,True,200,1099.862900096923,1778340584.6823041,
36,True,200,1429.0444999933243,1778340584.682833,
37,True,200,1156.7366999806836,1778340584.6833801,
38,True,200,1220.8256999729201,1778340584.6845758,
39,True,200,1235.4284999892116,1778340584.6855478,
40,True,200,908.1639000214636,1778340584.76799,
41,True,200,1268.6784999677911,1778340584.77349,
42,True,200,1286.7444000439718,1778340584.7802927,
43,True,200,1261.1251000780612,1778340584.7863433,
44,True,200,1233.734600013122,1778340584.7910602,
45,True,200,141.0712000215426,1778340585.6523602,
46,True,200,401.23950003180653,1778340585.6599154,
47,True,200,421.15389998070896,1778340585.6762016,
48,True,200,414.1133999219164,1778340585.6883404,
49,True,200,405.9656000463292,1778340585.7012095,
50,True,200,119.57370000891387,1778340585.727644,
51,True,200,1222.0282999332994,1778340585.738928,
52,True,200,1183.1794999307021,1778340585.7448,
53,True,200,652.5496999965981,1778340585.7511606,
54,True,200,577.6985000120476,1778340585.7564423,
55,True,200,110.73299997951835,1778340585.7666667,
56,True,200,1502.6127999881282,1778340585.7722378,
57,True,200,134.23840003088117,1778340585.7821941,
58,True,200,497.9825000045821,1778340585.7877836,
59,True,200,486.3023000070825,1778340585.7934546,
60,True,200,470.43390001636,1778340585.798613,
61,True,200,103.85369998402894,1778340585.8062775,
62,True,200,82.9214999685064,1778340585.811029,
63,True,200,504.7820000909269,1778340585.8227768,
64,True,200,145.217000041157,1778340585.8401644,
65,True,200,131.03239994961768,1778340585.8472476,
66,True,200,915.8956001047045,1778340585.8774176,
67,True,200,516.1836999468505,1778340585.8939688,
68,True,200,1513.0146000301465,1778340585.899786,
69,True,200,919.5657999953255,1778340585.9054284,
70,True,200,145.10229998268187,1778340585.9101474,
71,True,200,482.6461999909952,1778340585.9164798,
72,True,200,494.4773999741301,1778340585.920994,
73,True,200,488.886300008744,1778340585.934854,
74,True,200,965.8403999637812,1778340585.9403548,
75,True,200,183.4901999682188,1778340585.946559,
76,True,200,498.80870000924915,1778340585.9518652,
77,True,200,436.81610003113747,1778340585.956647,
78,True,200,1080.9970000991598,1778340585.9619021,
79,True,200,111.85549991205335,1778340585.9783213,
80,True,200,98.64740003831685,1778340585.985439,
81,True,200,266.49900001939386,1778340586.0248184,
82,True,200,279.765099985525,1778340586.042258,
83,True,200,1013.7861999683082,1778340586.0475454,
84,True,200,1012.0547000551596,1778340586.055271,
85,True,200,544.3286000518128,1778340586.061174,
86,True,200,207.83299999311566,1778340586.0670595,
87,True,200,190.1633000234142,1778340586.0721698,
88,True,200,513.736900058575,1778340586.0841064,
89,True,200,996.1946000112221,1778340586.0902054,
90,True,200,511.3471000222489,1778340586.097397,
91,True,200,511.95109996479005,1778340586.1024802,
92,True,200,1604.7455000225455,1778340586.107199,
93,True,200,145.38760005962104,1778340586.1119032,
94,True,200,222.26489998865873,1778340586.1301026,
95,True,200,2454.0831999620423,1778340586.2469053,
96,True,200,615.5759000685066,1778340586.2573748,
97,True,200,123.21089999750257,1778340586.2623746,
98,True,200,621.2314000586048,1778340586.269085,
99,True,200,610.2271999698132,1778340586.2749343,
100,True,200,599.826299934648,1778340586.2797952,
101,True,200,654.8535999609157,1778340586.285802,
102,True,200,658.5506000556052,1778340586.291346,
103,True,200,161.08730004634708,1778340586.2962983,
104,True,200,78.14100000541657,1778340586.3023746,
105,True,200,611.1737000755966,1778340586.3220427,
106,True,200,541.727100033313,1778340586.327584,
107,True,200,94.23990000505,1778340586.334162,
108,True,200,121.74570001661777,1778340586.3524058,
109,True,200,535.4625000618398,1778340586.3805382,
110,True,200,536.5404000040144,1778340586.385605,
111,True,200,95.8648999221623,1778340586.393483,
112,True,200,96.08160005882382,1778340586.3991454,
113,True,200,198.32820002920926,1778340586.4037285,
114,True,200,1246.2897000368685,1778340586.4101703,
115,True,200,167.23879997152835,1778340586.415499,
116,True,200,677.5770999956876,1778340586.4237618,
117,True,200,165.00129993073642,1778340586.4284184,
118,True,200,640.9965999191627,1778340586.450707,
119,True,200,2169.0935000078753,1778340586.4574084,
120,True,200,2584.59599991329,1778340586.4741757,
121,True,200,1252.5450999382883,1778340586.4893727,
122,True,200,317.46160006150603,1778340586.4953146,
123,True,200,591.7845000512898,1778340586.5828364,
124,True,200,661.5434000268579,1778340586.593448,
125,True,200,1219.8372000129893,1778340586.5978882,
126,True,200,929.2725999839604,1778340586.6020885,
127,True,200,2827.134400024079,1778340586.605527,
128,True,200,244.97980007436126,1778340586.6087658,
129,True,200,1144.7448000544682,1778340586.6144745,
130,True,200,850.1827999716625,1778340586.7736776,
131,True,200,1110.0027000065893,1778340586.7792256,
132,True,200,454.76919994689524,1778340586.7933533,
133,True,200,480.6397999636829,1778340586.8128371,
134,True,200,444.09439992159605,1778340586.825034,
135,True,200,120.44430000241846,1778340586.8537672,
136,True,200,418.3107001008466,1778340586.869331,
137,True,200,407.94989990536124,1778340586.8729653,
138,True,200,1891.7024000547826,1778340586.8796704,
139,True,200,823.4055999200791,1778340586.8851793,
140,True,200,134.4427999574691,1778340586.8903334,
141,True,200,110.1580000249669,1778340586.9062176,
142,True,200,470.8933000219986,1778340586.916023,
143,True,200,128.26810008846223,1778340586.9221668,
144,True,200,740.3236000100151,1778340586.9280186,
145,True,200,459.59230000153184,1778340586.933237,
146,True,200,141.3669999456033,1778340586.9406805,
147,True,200,107.32469998765737,1778340586.949918,
148,True,200,136.2395000178367,1778340586.9610019,
149,True,200,101.65740002412349,1778340586.9742413,
150,True,200,386.05019997339696,1778340587.016421,
151,True,200,182.5356000335887,1778340587.02485,
