i,ok,status_code,latency_ms,started_at_s,error
0,True,200,1204.0385000873357,1778343837.9980607,
1,True,200,1153.6687000188977,1778343837.999347,
2,True,200,1033.6379000218585,1778343838.0003781,
3,True,200,1173.2768000802025,1778343838.0014408,
4,True,200,1166.939500020817,1778343838.0024886,
5,True,200,1157.0510999299586,1778343838.0033946,
6,True,200,1145.3855999279767,1778343838.0042038,
7,True,200,1075.142199988477,1778343838.0048904,
8,True,200,1158.893799991347,1778343838.0055997,
9,True,200,1191.283700056374,1778343838.006285,
10,True,200,1200.713799917139,1778343838.006878,
11,True,200,1183.229099959135,1778343838.007425,
12,True,200,1163.2710000267252,1778343838.008003,
13,True,200,1189.2498000524938,1778343838.0085673,
14,True,200,1123.905000044033,1778343838.0091,
15,True,200,1134.8101999610662,1778343838.0096252,
16,True,200,1174.6394999790937,1778343838.0101626,
17,True,200,1170.5531000625342,1778343838.010749,
18,True,200,1197.162099997513,1778343838.0114017,
19,True,200,1179.2156000155956,1778343838.011997,
20,True,200,179.5947999926284,1778343839.0341136,
21,True,200,146.6495000058785,1778343839.080088,
22,True,200,98.04090007673949,1778343839.133064,
23,True,200,98.53860002476722,1778343839.14449,
24,True,200,91.97359997779131,1778343839.1505635,
25,True,200,88.3390000090003,1778343839.1537163,
26,True,200,85.70399996824563,1778343839.1620417,
27,True,200,89.54379998613149,1778343839.1650465,
28,True,200,94.63780000805855,1778343839.1701422,
29,True,200,113.9068000484258,1778343839.172251,
30,True,200,119.6135999634862,1778343839.1786733,
31,True,200,382.5234000105411,1778343839.1836696,
32,True,200,699.9770000111312,1778343839.188665,
33,True,200,607.5978999724612,1778343839.1945186,
34,True,200,725.6063999375328,1778343839.1961963,
35,True,200,684.8066999809816,1778343839.1998801,
36,True,200,630.3347999928519,1778343839.200707,
37,True,200,563.0569999339059,1778343839.2047157,
38,True,200,732.8267000848427,1778343839.2109737,
39,True,200,621.1211000336334,1778343839.2124438,
40,True,200,607.5036000693217,1778343839.2168925,
41,True,200,687.7283999929205,1778343839.2281363,
42,True,200,583.5418999195099,1778343839.2331986,
43,True,200,619.216600083746,1778343839.2441928,
44,True,200,558.7547000031918,1778343839.2451336,
45,True,200,719.9046000605449,1778343839.2465012,
46,True,200,544.5934000890702,1778343839.2495618,
47,True,200,604.5735999941826,1778343839.2553642,
48,True,200,587.3706999700516,1778343839.2648,
49,True,200,733.7121000746265,1778343839.2861938,
50,True,200,659.5740999327973,1778343839.2983086,
51,True,200,331.884799990803,1778343839.5662365,
52,True,200,157.6838999753818,1778343839.7678068,
53,True,200,193.75330000184476,1778343839.7941887,
54,True,200,149.41660000476986,1778343839.8021357,
55,True,200,100.05509993061423,1778343839.8039188,
56,True,200,124.0510999923572,1778343839.816762,
57,True,200,154.81149998959154,1778343839.8244164,
58,True,200,144.44400009233505,1778343839.8310642,
59,True,200,167.9764000000432,1778343839.8335845,
60,True,200,81.21289999689907,1778343839.8521972,
61,True,200,306.99419998563826,1778343839.860039,
62,True,200,145.1117000542581,1778343839.863632,
63,True,200,86.73640002962202,1778343839.8847327,
64,True,200,80.39140002802014,1778343839.888694,
65,True,200,219.6568000363186,1778343839.8981643,
66,True,200,138.2406000047922,1778343839.904017,
67,True,200,118.33859991747886,1778343839.9159114,
68,True,200,188.14770004246384,1778343839.921879,
69,True,200,130.3290999494493,1778343839.925528,
70,True,200,84.5048000337556,1778343839.9334428,
71,True,200,74.75419994443655,1778343839.9408624,
